Chr	Start	End	CE_start	CE_end
NW_003302371.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_253, whole genome shotgun sequence	1	11547	5773.5	6273.5
NW_003302370.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_255, whole genome shotgun sequence	1	12066	6033	6533
NW_003302369.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_258, whole genome shotgun sequence	1	11345	5672.5	6172.5
NW_003302368.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_259, whole genome shotgun sequence	1	11642	5821	6321
NW_003302367.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_261, whole genome shotgun sequence	1	11263	5631.5	6131.5
NW_003302366.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_262, whole genome shotgun sequence	1	11236	5618	6118
NW_003302365.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_264, whole genome shotgun sequence	1	11275	5637.5	6137.5
NW_003302364.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_265, whole genome shotgun sequence	1	11173	5586.5	6086.5
NW_003302363.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_266, whole genome shotgun sequence	1	11173	5586.5	6086.5
NW_003302362.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_267, whole genome shotgun sequence	1	11253	5626.5	6126.5
NW_003302361.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_268, whole genome shotgun sequence	1	11135	5567.5	6067.5
NW_003302360.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_269, whole genome shotgun sequence	1	11233	5616.5	6116.5
NW_003302359.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_270, whole genome shotgun sequence	1	11521	5760.5	6260.5
NW_003302358.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_271, whole genome shotgun sequence	1	11518	5759	6259
NW_003302357.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_275, whole genome shotgun sequence	1	11334	5667	6167
NW_003302356.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_277, whole genome shotgun sequence	1	11163	5581.5	6081.5
NW_003302355.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_278, whole genome shotgun sequence	1	11661	5830.5	6330.5
NW_003302354.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_279, whole genome shotgun sequence	1	11393	5696.5	6196.5
NW_003302353.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_281, whole genome shotgun sequence	1	10755	5377.5	5877.5
NW_003302352.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_283, whole genome shotgun sequence	1	10573	5286.5	5786.5
NW_003302351.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_284, whole genome shotgun sequence	1	10500	5250	5750
NW_003302350.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_285, whole genome shotgun sequence	1	10478	5239	5739
NW_003302349.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_286, whole genome shotgun sequence	1	11290	5645	6145
NW_003302348.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_287, whole genome shotgun sequence	1	10534	5267	5767
NW_003302347.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_288, whole genome shotgun sequence	1	10982	5491	5991
NW_003302346.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_289, whole genome shotgun sequence	1	11519	5759.5	6259.5
NW_003302345.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_290, whole genome shotgun sequence	1	10597	5298.5	5798.5
NW_003302344.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_292, whole genome shotgun sequence	1	10276	5138	5638
NW_003302343.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_293, whole genome shotgun sequence	1	10266	5133	5633
NW_003302342.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_294, whole genome shotgun sequence	1	10363	5181.5	5681.5
NW_003302341.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_295, whole genome shotgun sequence	1	10362	5181	5681
NW_003302340.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_298, whole genome shotgun sequence	1	10202	5101	5601
NW_003302339.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_299, whole genome shotgun sequence	1	10268	5134	5634
NW_003302338.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_300, whole genome shotgun sequence	1	10133	5066.5	5566.5
NW_003302337.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_301, whole genome shotgun sequence	1	13661	6830.5	7330.5
NW_003302336.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_302, whole genome shotgun sequence	1	10227	5113.5	5613.5
NW_003302335.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_303, whole genome shotgun sequence	1	10106	5053	5553
NW_003302334.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_304, whole genome shotgun sequence	1	10091	5045.5	5545.5
NW_003302333.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_305, whole genome shotgun sequence	1	10182	5091	5591
NW_003302332.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_307, whole genome shotgun sequence	1	10021	5010.5	5510.5
NW_003302331.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_310, whole genome shotgun sequence	1	9954	4977	5477
NW_003302330.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_311, whole genome shotgun sequence	1	11111	5555.5	6055.5
NW_003302329.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_315, whole genome shotgun sequence	1	10914	5457	5957
NW_003302328.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_319, whole genome shotgun sequence	1	9767	4883.5	5383.5
NW_003302327.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_320, whole genome shotgun sequence	1	9724	4862	5362
NW_003302326.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_322, whole genome shotgun sequence	1	9656	4828	5328
NW_003302325.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_323, whole genome shotgun sequence	1	13369	6684.5	7184.5
NW_003302324.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_325, whole genome shotgun sequence	1	9588	4794	5294
NW_003302323.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_327, whole genome shotgun sequence	1	10118	5059	5559
NW_003302322.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_330, whole genome shotgun sequence	1	9444	4722	5222
NW_003302321.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_332, whole genome shotgun sequence	1	9416	4708	5208
NW_003302320.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_334, whole genome shotgun sequence	1	9371	4685.5	5185.5
NW_003302319.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_335, whole genome shotgun sequence	1	9336	4668	5168
NW_003302318.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_337, whole genome shotgun sequence	1	9326	4663	5163
NW_003302317.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_339, whole genome shotgun sequence	1	9323	4661.5	5161.5
NW_003302316.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_340, whole genome shotgun sequence	1	9319	4659.5	5159.5
NW_003302315.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_341, whole genome shotgun sequence	1	9405	4702.5	5202.5
NW_003302314.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_342, whole genome shotgun sequence	1	9505	4752.5	5252.5
NW_003302313.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_343, whole genome shotgun sequence	1	9298	4649	5149
NW_003302312.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_344, whole genome shotgun sequence	1	9289	4644.5	5144.5
NW_003302311.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_345, whole genome shotgun sequence	1	10120	5060	5560
NW_003302310.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_346, whole genome shotgun sequence	1	9256	4628	5128
NW_003302309.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_347, whole genome shotgun sequence	1	11265	5632.5	6132.5
NW_003302308.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_348, whole genome shotgun sequence	1	9251	4625.5	5125.5
NW_003302307.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_349, whole genome shotgun sequence	1	9250	4625	5125
NW_003302306.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_350, whole genome shotgun sequence	1	9246	4623	5123
NW_003302305.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_351, whole genome shotgun sequence	1	9344	4672	5172
NW_003302304.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_352, whole genome shotgun sequence	1	9205	4602.5	5102.5
NW_003302303.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_354, whole genome shotgun sequence	1	9157	4578.5	5078.5
NW_003302302.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_355, whole genome shotgun sequence	1	9149	4574.5	5074.5
NW_003302301.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_357, whole genome shotgun sequence	1	10030	5015	5515
NW_003302300.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_358, whole genome shotgun sequence	1	9041	4520.5	5020.5
NW_003302299.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_361, whole genome shotgun sequence	1	9014	4507	5007
NW_003302298.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_363, whole genome shotgun sequence	1	9090	4545	5045
NW_003302297.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_364, whole genome shotgun sequence	1	9531	4765.5	5265.5
NW_003302296.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_365, whole genome shotgun sequence	1	8943	4471.5	4971.5
NW_003302295.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_366, whole genome shotgun sequence	1	8942	4471	4971
NW_003302294.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_368, whole genome shotgun sequence	1	9003	4501.5	5001.5
NW_003302293.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_371, whole genome shotgun sequence	1	9041	4520.5	5020.5
NW_003302292.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_372, whole genome shotgun sequence	1	8876	4438	4938
NW_003302291.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_374, whole genome shotgun sequence	1	11842	5921	6421
NW_003302290.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_375, whole genome shotgun sequence	1	8855	4427.5	4927.5
NW_003302289.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_376, whole genome shotgun sequence	1	9273	4636.5	5136.5
NW_003302288.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_378, whole genome shotgun sequence	1	8822	4411	4911
NW_003302287.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_379, whole genome shotgun sequence	1	8803	4401.5	4901.5
NW_003302286.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_380, whole genome shotgun sequence	1	8802	4401	4901
NW_003302285.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_381, whole genome shotgun sequence	1	8802	4401	4901
NW_003302284.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_383, whole genome shotgun sequence	1	8774	4387	4887
NW_003302283.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_384, whole genome shotgun sequence	1	8774	4387	4887
NW_003302282.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_385, whole genome shotgun sequence	1	8873	4436.5	4936.5
NW_003302281.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_386, whole genome shotgun sequence	1	8868	4434	4934
NW_003302280.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_387, whole genome shotgun sequence	1	38674	19337	19837
NW_003302279.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_388, whole genome shotgun sequence	1	9797	4898.5	5398.5
NW_003302278.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_390, whole genome shotgun sequence	1	8733	4366.5	4866.5
NW_003302277.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_396, whole genome shotgun sequence	1	8738	4369	4869
NW_003302276.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_397, whole genome shotgun sequence	1	8535	4267.5	4767.5
NW_003302275.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_398, whole genome shotgun sequence	1	8508	4254	4754
NW_003302274.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_400, whole genome shotgun sequence	1	9516	4758	5258
NW_003302273.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_401, whole genome shotgun sequence	1	8402	4201	4701
NW_003302272.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_402, whole genome shotgun sequence	1	8929	4464.5	4964.5
NW_003302271.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_403, whole genome shotgun sequence	1	8363	4181.5	4681.5
NW_003302270.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_408, whole genome shotgun sequence	1	8592	4296	4796
NW_003302269.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_409, whole genome shotgun sequence	1	8939	4469.5	4969.5
NW_003302268.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_412, whole genome shotgun sequence	1	8224	4112	4612
NW_003302267.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_413, whole genome shotgun sequence	1	8084	4042	4542
NW_003302266.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_415, whole genome shotgun sequence	1	8283	4141.5	4641.5
NW_003302265.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_416, whole genome shotgun sequence	1	8111	4055.5	4555.5
NW_003302264.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_417, whole genome shotgun sequence	1	11063	5531.5	6031.5
NW_003302263.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_419, whole genome shotgun sequence	1	8366	4183	4683
NW_003302262.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_426, whole genome shotgun sequence	1	7840	3920	4420
NW_003302261.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_427, whole genome shotgun sequence	1	7728	3864	4364
NW_003302260.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_428, whole genome shotgun sequence	1	7726	3863	4363
NW_003302259.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_429, whole genome shotgun sequence	1	7683	3841.5	4341.5
NW_003302258.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_431, whole genome shotgun sequence	1	8404	4202	4702
NW_003302257.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_433, whole genome shotgun sequence	1	7762	3881	4381
NW_003302256.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_435, whole genome shotgun sequence	1	7656	3828	4328
NW_003302255.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_436, whole genome shotgun sequence	1	7748	3874	4374
NW_003302254.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_439, whole genome shotgun sequence	1	7615	3807.5	4307.5
NW_003302253.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_441, whole genome shotgun sequence	1	8626	4313	4813
NW_003302252.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_443, whole genome shotgun sequence	1	7567	3783.5	4283.5
NW_003302251.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_446, whole genome shotgun sequence	1	7466	3733	4233
NW_003302250.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_447, whole genome shotgun sequence	1	7466	3733	4233
NW_003302249.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_449, whole genome shotgun sequence	1	7416	3708	4208
NW_003302248.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_450, whole genome shotgun sequence	1	8167	4083.5	4583.5
NW_003302247.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_451, whole genome shotgun sequence	1	7539	3769.5	4269.5
NW_003302246.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_453, whole genome shotgun sequence	1	7712	3856	4356
NW_003302245.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_455, whole genome shotgun sequence	1	8208	4104	4604
NW_003302244.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_457, whole genome shotgun sequence	1	7818	3909	4409
NW_003302243.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_460, whole genome shotgun sequence	1	7398	3699	4199
NW_003302242.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_461, whole genome shotgun sequence	1	7174	3587	4087
NW_003302241.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_462, whole genome shotgun sequence	1	7632	3816	4316
NW_003302240.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_463, whole genome shotgun sequence	1	7147	3573.5	4073.5
NW_003302239.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_464, whole genome shotgun sequence	1	8265	4132.5	4632.5
NW_003302238.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_467, whole genome shotgun sequence	1	7598	3799	4299
NW_003302237.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_468, whole genome shotgun sequence	1	7083	3541.5	4041.5
NW_003302236.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_469, whole genome shotgun sequence	1	7057	3528.5	4028.5
NW_003302235.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_470, whole genome shotgun sequence	1	7167	3583.5	4083.5
NW_003302234.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_471, whole genome shotgun sequence	1	7831	3915.5	4415.5
NW_003302233.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_472, whole genome shotgun sequence	1	7204	3602	4102
NW_003302232.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_474, whole genome shotgun sequence	1	7843	3921.5	4421.5
NW_003302231.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_475, whole genome shotgun sequence	1	7365	3682.5	4182.5
NW_003302230.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_477, whole genome shotgun sequence	1	8359	4179.5	4679.5
NW_003302229.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_480, whole genome shotgun sequence	1	7093	3546.5	4046.5
NW_003302228.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_481, whole genome shotgun sequence	1	6892	3446	3946
NW_003302227.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_482, whole genome shotgun sequence	1	7203	3601.5	4101.5
NW_003302226.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_484, whole genome shotgun sequence	1	7775	3887.5	4387.5
NW_003302225.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_485, whole genome shotgun sequence	1	7120	3560	4060
NW_003302224.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_486, whole genome shotgun sequence	1	6821	3410.5	3910.5
NW_003302223.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_487, whole genome shotgun sequence	1	7116	3558	4058
NW_003302222.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_488, whole genome shotgun sequence	1	7089	3544.5	4044.5
NW_003302221.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_489, whole genome shotgun sequence	1	7466	3733	4233
NW_003302220.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_491, whole genome shotgun sequence	1	6784	3392	3892
NW_003302219.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_492, whole genome shotgun sequence	1	7480	3740	4240
NW_003302218.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_493, whole genome shotgun sequence	1	7252	3626	4126
NW_003302217.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_496, whole genome shotgun sequence	1	6643	3321.5	3821.5
NW_003302216.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_500, whole genome shotgun sequence	1	6608	3304	3804
NW_003302215.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_501, whole genome shotgun sequence	1	6594	3297	3797
NW_003302214.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_504, whole genome shotgun sequence	1	7398	3699	4199
NW_003302213.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_505, whole genome shotgun sequence	1	7365	3682.5	4182.5
NW_003302212.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_507, whole genome shotgun sequence	1	6505	3252.5	3752.5
NW_003302211.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_509, whole genome shotgun sequence	1	6900	3450	3950
NW_003302210.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_510, whole genome shotgun sequence	1	6553	3276.5	3776.5
NW_003302209.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_512, whole genome shotgun sequence	1	6411	3205.5	3705.5
NW_003302208.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_516, whole genome shotgun sequence	1	6382	3191	3691
NW_003302207.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_519, whole genome shotgun sequence	1	6361	3180.5	3680.5
NW_003302206.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_520, whole genome shotgun sequence	1	6360	3180	3680
NW_003302205.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_525, whole genome shotgun sequence	1	6326	3163	3663
NW_003302204.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_527, whole genome shotgun sequence	1	7565	3782.5	4282.5
NW_003302203.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_531, whole genome shotgun sequence	1	6372	3186	3686
NW_003302202.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_532, whole genome shotgun sequence	1	6269	3134.5	3634.5
NW_003302201.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_535, whole genome shotgun sequence	1	7120	3560	4060
NW_003302200.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_540, whole genome shotgun sequence	1	7151	3575.5	4075.5
NW_003302199.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_548, whole genome shotgun sequence	1	7813	3906.5	4406.5
NW_003302198.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_549, whole genome shotgun sequence	1	7074	3537	4037
NW_003302197.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_551, whole genome shotgun sequence	1	7366	3683	4183
NW_003302196.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_552, whole genome shotgun sequence	1	6083	3041.5	3541.5
NW_003302195.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_554, whole genome shotgun sequence	1	6283	3141.5	3641.5
NW_003302194.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_557, whole genome shotgun sequence	1	6061	3030.5	3530.5
NW_003302193.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_558, whole genome shotgun sequence	1	6765	3382.5	3882.5
NW_003302192.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_562, whole genome shotgun sequence	1	6014	3007	3507
NW_003302191.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_564, whole genome shotgun sequence	1	6109	3054.5	3554.5
NW_003302190.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_565, whole genome shotgun sequence	1	6009	3004.5	3504.5
NW_003302189.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_566, whole genome shotgun sequence	1	8876	4438	4938
NW_003302188.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_569, whole genome shotgun sequence	1	5983	2991.5	3491.5
NW_003302187.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_573, whole genome shotgun sequence	1	5973	2986.5	3486.5
NW_003302186.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_575, whole genome shotgun sequence	1	5959	2979.5	3479.5
