Name	Clade 
A.arenosa_MJ09_4_g19960.t1	MIKC_15
Athaliana_At2g45660_AGL20_MIKC	MIKC_15
A.arenosa_strecno_g6447.t1	MIKC_15
A.halleri_halleri_g44	MIKC_15
A.lyrata_petraea_g17179.t1	MIKC_15
A.lyrata_lyrata_XP_002882024	MIKC_15
A.halleri_halleri_g31586	MIKC_16a
A.arenosa_strecno_g24243.t1	MIKC_16a
A.lyrata_petraea_g11547.t1	MIKC_16a
A.lyrata_lyrata_XP_020889288	MIKC_16a
A.arenosa_MJ09_4_g23512.t1	MIKC_16a
A.arenosa_MJ09_4_g23514.t1	MIKC_16a
A.arenosa_strecno_g24244.t1	MIKC_16a
A.lyrata_lyrata_XP_020872031	MIKC_16a
Athaliana_At5g65060_AGL70_MIKC	MIKC_16a
Athaliana_At5g65050_AGL31_MIKC	MIKC_16b
A.lyrata_lyrata_XP_020890340	MIKC_16b
A.lyrata_petraea_g21640.t1	MIKC_16b
A.halleri_halleri_g19921	MIKC_16b
A.arenosa_MJ09_4_g3374.t1	MIKC_16b
A.arenosa_strecno_g4892_4893.t1	MIKC_16b
Athaliana_At1g77080_AGL27_MIKC	MIKC_16b
A.lyrata_lyrata_XP_020889324	MIKC_16c
A.lyrata_petraea_g11549.t1	MIKC_16c
A.halleri_halleri_g32040	MIKC_16c
A.arenosa_MJ09_4_g23515.t1	MIKC_16c
A.arenosa_strecno_g2579_2580.t1	MIKC_16c
Athaliana_At5g65070_AGL69_MIKC	MIKC_16c
A.arenosa_MJ09_4_g23516.t1	MIKC_16d
A.arenosa_strecno_g2582_2581.t1	MIKC_16d
Athaliana_At5g65080_AGL68_MIKC	MIKC_16d
A.halleri_halleri_g9927	MIKC_16e
A.lyrata_lyrata_XP_020878014	MIKC_16e
A.lyrata_petraea_g1127_1126.t1	MIKC_16e
A.arenosa_MJ09_4_g4839.t1	MIKC_16e
A.arenosa_MJ09_4_g4842.t1	MIKC_16e
A.arenosa_MJ09_4_g4843.t1	MIKC_16e
Athaliana_At5g10140_AGL25_MIKC	MIKC_16e
A.lyrata_lyrata_XP_002873441	MIKC_16e
A.lyrata_petraea_g1130.t1	MIKC_16e
A.halleri_halleri_g1943	MIKC_17
A.lyrata_petraea_g26286.t1	MIKC_17
Athaliana_At3g54340_APETALA3_MIKC	MIKC_17
A.arenosa_MJ09_4_g15371.t1	MIKC_17
A.lyrata_lyrata_XP_020879680	MIKC_17
A.arenosa_strecno_g26862.t1	MIKC_17
A.halleri_halleri_g32849	MIKC_18
A.lyrata_lyrata_XP_020875850	MIKC_18
A.lyrata_petraea_g2273.t1	MIKC_18
Athaliana_At5g20240_PISTILLATA_MIKC	MIKC_18
A.arenosa_MJ09_4_g5889.t1	MIKC_18
A.arenosa_strecno_g54.t1	MIKC_18
A.lyrata_petraea_g44529.t1	MIKC_19
A.lyrata_petraea_g11798.t1	MIKC_19
A.arenosa_MJ09_4_g31720.t1	MIKC_19
A.arenosa_strecno_g11680.t1	MIKC_19
Athaliana_At1g31140_AGL63_MIKC	MIKC_19
A.halleri_halleri_g5402	MIKC_19
A.lyrata_lyrata_XP_020876103	MIKC_20
A.lyrata_petraea_g2615.t1	MIKC_20
A.arenosa_MJ09_4_g6175.t1	MIKC_20
A.arenosa_strecno_g12454.t1	MIKC_20
A.halleri_halleri_g18003	MIKC_20
Athaliana_At5g23260_AGL32_MIKC	MIKC_20
A.halleri_halleri_g23071	MIKC_21a
A.lyrata_lyrata_XP_020873029	MIKC_21a
A.lyrata_petraea_g27737.t1	MIKC_21a
A.halleri_halleri_g20987	MIKC_21a
A.arenosa_strecno_g28978.t1	MIKC_21a
A.arenosa_MJ09_4_g8537.t1	MIKC_21a
Athaliana_At4g37940_AGL21_MIKC	MIKC_21a
A.arenosa_MJ09_4_g16690.t1	MIKC_21b
A.arenosa_strecno_g31038.t1	MIKC_21b
A.halleri_halleri_g18708	MIKC_21b
A.lyrata_lyrata_XP_002878626	MIKC_21b
A.lyrata_petraea_g12222.t1	MIKC_21b
Athaliana_At2g22630_AGL17_MIKC	MIKC_21b
A.lyrata_lyrata_XP_002883829	MIKC_22
A.lyrata_petraea_g37965.t1	MIKC_22
A.arenosa_strecno_g13726_13725.t1	MIKC_22
A.arenosa_MJ09_4_g27446.t1	MIKC_22
Athaliana_At2g14210_AGL44_MIKC	MIKC_22
A.lyrata_lyrata_XP_002876404	MIKC_23
A.lyrata_petraea_g26639.t1	MIKC_23
A.halleri_halleri_g27164	MIKC_23
A.arenosa_MJ09_4_g15656.t1	MIKC_23
A.arenosa_MJ09_4_g15725.t1	MIKC_23
A.arenosa_strecno_g26567_26566.t1	MIKC_23
Athaliana_At3g57230_AGL16_MIKC	MIKC_24
A.halleri_halleri_g14379	MIKC_24
Athaliana_At4g24540_AGL24_MIKC	MIKC_24
A.lyrata_lyrata_XP_020873725	MIKC_24
A.lyrata_petraea_g29440.t1	MIKC_24
A.arenosa_strecno_g17632.t1	MIKC_24
A.arenosa_MJ09_4_g10023.t1	MIKC_24
A.lyrata_lyrata_XP_020884932	MIKC_25
A.lyrata_petraea_g12213.t1	MIKC_25
A.arenosa_MJ09_4_g16681.t1	MIKC_25
A.arenosa_strecno_g31030.t1	MIKC_25
Athaliana_At2g22540_AGL22_MIKC	MIKC_25
A.halleri_halleri_g17709	MIKC_25
A.halleri_halleri_g4945	MIKC_26
A.arenosa_strecno_g662.t1	MIKC_26
A.arenosa_MJ09_4_g5189.t1	MIKC_26
A.halleri_halleri_g1611	MIKC_26
A.lyrata_lyrata_XP_020879445	MIKC_26
A.lyrata_petraea_g1544.t1	MIKC_26
Athaliana_At5g13790_AGL15_MIKC	MIKC_26
A.arenosa_MJ09_4_g15750.t1	MIKC_27
A.arenosa_strecno_g26547.t1	MIKC_27
Athaliana_At3g57390_AGL18_MIKC	MIKC_27
A.halleri_halleri_g10911	MIKC_27
A.lyrata_lyrata_XP_020882293	MIKC_27
A.lyrata_petraea_g26654.t1	MIKC_27
